gname,alias,ra,dec,glong,glat,plx,e_plx,mux_med,mux_std,muy_med,muy_std,vlsr_med,vlsr_std,x_mode,x_halfhpd,x_hpdlow,x_hpdhigh,y_mode,y_halfhpd,y_hpdlow,y_hpdhigh,z_mode,z_halfhpd,z_hpdlow,z_hpdhigh,vx_mode,vx_halfhpd,vx_hpdlow,vx_hpdhigh,vy_mode,vy_halfhpd,vy_hpdlow,vy_hpdhigh,vz_mode,vz_halfhpd,vz_hpdlow,vz_hpdhigh,R_mode,R_halfhpd,R_hpdlow,R_hpdhigh,az_mode,az_halfhpd,az_hpdlow,az_hpdhigh,Upec_mode,Upec_halfhpd,Upec_hpdlow,Upec_hpdhigh,Vpec_mode,Vpec_halfhpd,Vpec_hpdlow,Vpec_hpdhigh,Wpec_mode,Wpec_halfhpd,Wpec_hpdlow,Wpec_hpdhigh,is_tooclose,is_outlier
G010.47+00.02,,272.1592875,-19.863961666666672,10.472275231547773,0.02718692730081781,0.11699999999999999,0.008,-3.861197468206656,0.1905171785763226,-6.4000355803294715,0.1400173568568579,68.89030191154949,5.039642238536202,1.535250607255561,0.10651614343632176,1.4404610117204855,1.653493298593129,-0.1280499113009239,0.5762966219369341,-0.7730791578725382,0.37951408600132996,0.003941625534841505,0.0032058516325648954,0.0007493007024140137,0.007161003967543805,-36.13084602308564,21.469587967522912,-59.96405835400557,-17.02488241895975,-122.04892945847942,6.503489340452035,-127.28105998049722,-114.27408129959315,18.782759095210743,7.509262005595221,11.53443669598756,26.552960707178002,1.513759638701185,0.12092587521059783,1.4692811558651029,1.7111329062862985,96.60869245357907,19.41901353220542,79.8993087165651,118.73733578097594,21.82030603568446,23.833625173808333,-1.7005419048717982,45.96670844274487,-26.333955098680335,9.143085102866557,-37.491618275059864,-19.20544806932675,18.782759095210743,7.509262005595221,11.53443669598756,26.552960707178002,1,0
G010.62-00.33,,272.57493708333334,-19.90129055555556,10.628762401846712,-0.33293427419314275,0.36200000000000004,0.076,-0.36551488903863694,0.3899069987999638,-1.8529793979001186,0.37816359540158195,-5.9408428476182475,5.028499814315274,0.4720676737439443,0.10802128276793424,0.3828327010226073,0.5988752665584758,5.6478108487687635,0.5750134117268821,4.972795104567641,6.122821928021406,-0.01296601432781079,0.008927307158533987,-0.022281465275846263,-0.004426850958778289,223.00360765850346,7.644754479944851,214.0681803442822,229.3576893041719,3.5088117474488456,5.331037159091945,-2.3448761135148644,8.317198204669026,1.284460563543746,5.553057120996582,-4.470002774276548,6.636111467716617,5.679580610725076,0.5604915759803042,5.013996864248465,6.134980016209074,4.8869245978338505,1.7877585670876759,3.261689536845054,6.837206671020406,-23.4319228472703,7.949372798768607,-31.649252032514255,-15.75050643497704,-14.913855697731549,9.205832454024033,-24.98816291156919,-6.576498003521124,1.284460563543746,5.553057120996582,-4.470002774276548,6.636111467716617,0,1
G010.62-00.38,,272.61901166666667,-19.930204999999997,10.623443843526003,-0.3831828909830312,0.20199999999999999,0.019,-0.3798665648814768,0.4979469395865381,-0.5990741040198853,0.24631322751820142,-3.113540123725403,4.943059365753236,0.8927768492165418,0.08527505026921733,0.8189304139318587,0.9894805144702934,3.4225070673675937,0.4568054780334665,2.899770901782905,3.813381857849838,-0.03099960375131709,0.00613940372476564,-0.03774288325228919,-0.025464075802757908,229.7932192403776,8.249905595631276,220.82183901090784,237.3216502021704,1.3967286948812543,5.255142157177936,-3.502802338878624,7.007481975477248,8.656901495616601,10.751153727197991,-1.471598540817027,20.030708913578955,3.530341540427923,0.41684878091808475,3.0561566818370904,3.88985424367326,14.135159140826769,3.29725466293997,11.651512771339519,18.24602209721946,-59.25557235078901,13.614033526610427,-74.60562357542358,-47.377556522202724,6.052392357073842,9.70670951492221,-3.752364728706169,15.66105430113825,8.656901495616601,10.751153727197991,-1.471598540817027,20.030708913578955,1,0
G012.02-00.03,,273.00766666666664,-18.532166666666665,12.0253782206583,-0.031360968405016364,0.106,0.008,-4.108262645139178,0.1098749367289015,-7.7673117363255395,0.2783884734680331,107.94731548746327,5.029489661167144,1.9573651878552645,0.15059555474314446,1.7957220827641673,2.0969131922504562,-1.0325166170815483,0.7063574258225462,-1.6706928241953545,-0.257977972550262,-0.005717982793598364,0.004277560021620148,-0.009911669089304392,-0.0013565490460640955,-115.02613284878524,31.435316264937853,-144.97541598119875,-82.10478345132304,-184.65628148245443,8.565213872460774,-193.59661421064342,-176.46618646572188,1.5977486440500108,7.589027394213211,-5.238169161424487,9.939885627001935,1.9226652636374055,0.3874931497174946,1.7234865418200018,2.498472841254991,120.4690315663358,13.981742061304061,105.32956564008299,133.2930497626911,14.258885613928285,31.80479071872114,-18.675069272321416,44.934512165120864,36.10911852132756,13.269964413821903,23.271870338391153,49.81179916603496,1.5977486440500108,7.589027394213211,-5.238169161424487,9.939885627001935,1,0
G015.66-00.49,,275.2489458333333,-15.552722222222224,15.665337907741975,-0.4989202772567488,0.22,0.028999999999999998,-1.1559012293413455,0.23840450677151967,-5.2982059086456115,0.29797010232847393,-4.016778781622133,5.063770125591645,1.1811669626054666,0.16044330175367094,1.0534671918219327,1.3743537953292746,3.9520962499134775,0.5751552602586636,3.2747560449388073,4.4250665654561345,-0.037908542636335356,0.008221470704742353,-0.045738514736089975,-0.02929557332660527,136.94031976040344,15.673150633140374,120.52082862092307,151.86712988720382,-23.389255651637257,6.8145124377701585,-30.611473961752637,-16.98244908621232,-23.1814034638116,6.877534454270208,-30.026649023930304,-16.271580115389888,4.107257990664405,0.4956304668169369,3.5333700817184788,4.524631015352353,16.05944264897247,4.61743579306059,12.632067627319252,21.866939213440432,-18.071960642289895,6.716773360241451,-25.70465764256427,-12.27111092208137,-88.07412750005625,10.980203936609115,-99.15791826625602,-77.19751039303779,-23.1814034638116,6.877534454270208,-30.026649023930304,-16.271580115389888,0,1
G016.86-02.15,,277.3517020833333,-15.267816944444444,16.863852816256305,-2.158718684011113,0.426,0.092,0.3295362405104595,0.48753073208781966,-2.486268746305649,0.5651565769244797,16.99423791778102,2.9942930973112847,0.6302871626182949,0.14408993115511043,0.5145613911393873,0.8027412534496081,6.113525464424789,0.4765622344088176,5.5281419323950605,6.481266401212696,-0.08156469583060638,0.02137204100594954,-0.10427248939942776,-0.06152840738752868,227.33123412435748,8.254517265260247,219.29981192032048,235.80884645084097,-19.559960368524308,3.939905319681415,-23.87509476627062,-15.99528412690779,-6.860659864802457,6.831488608237144,-14.136801577717762,-0.47382436124347294,6.139678410907122,0.4563944750705846,5.5838712779003705,6.49666022804154,5.810815664807231,1.8942850436948935,4.315327472416526,8.103897559806313,-4.664403503137947,7.203113622391214,-12.714942257575188,1.69128498720724,-9.38038113611671,9.985125740217299,-19.81937622816207,0.1508752522725274,-6.860659864802457,6.831488608237144,-14.136801577717762,-0.47382436124347294,0,0
G017.02-02.40,,277.65122124999994,-15.241217777777774,17.021111438425848,-2.4026814379453247,0.531,0.10800000000000001,0.10603283383859945,0.6162101951838806,-2.810689072286334,0.7582649891138654,22.03663233854669,3.0055929226781988,0.5200774812987096,0.11000021539333124,0.42382729282954473,0.6438277236162072,6.483653021386121,0.3608871279216572,6.0701365206425555,6.79191077648587,-0.07147443701643769,0.019116791522825777,-0.09322197966625784,-0.054988396620606284,231.40072791808973,8.076365250510435,221.67339297548602,237.8261234765069,-24.21174573737616,3.906718437663118,-28.500050627090094,-20.686613751763858,-4.01866751703146,6.523353055448908,-10.651350511957162,2.395355598940654,6.502519665714692,0.351904082526453,6.099682097559411,6.803490262612317,4.5353138742014805,1.2400751588548011,3.4860195090166486,5.966169826726251,5.172452423838251,5.479285583707238,-0.5952166116430533,10.363354555771423,-7.907708605744602,10.072216974029047,-17.697526973025163,2.446906975032931,-4.01866751703146,6.523353055448908,-10.651350511957162,2.395355598940654,0,0
G019.00-00.02,,276.4365741666667,-12.379412777777777,19.00861898230549,-0.02927879524970525,0.247,0.063,-1.7643926433812933,0.29053860625756645,-4.002949465563906,0.42446861278354775,56.050112273764306,5.0230602422717,1.1971447480980089,0.3354787977569579,0.9287617098924426,1.5997193054063583,4.69295435513801,0.973892429401344,3.524283439856397,5.472068298659085,-0.00016030027120567114,0.006737950509835441,-0.006469826182149842,0.00700607483752104,189.5636099083008,21.92655290566975,163.6744269594377,207.5275327707772,-75.95656240308844,9.20243554109598,-85.91021717202898,-67.50534608983702,1.8117626057525769,6.703830055956416,-4.282628354207802,9.125031757705031,4.760277961795989,0.7922478147667267,3.8976081190499983,5.482103748583452,14.019058147391496,7.736061626809589,7.977562400740199,23.449685654359378,25.981045637928844,15.745742768025934,6.935296900556182,38.42678243660805,-32.950655229913565,11.85771736866731,-43.89624049329876,-20.180805755964144,1.8117626057525769,6.703830055956416,-4.282628354207802,9.125031757705031,0,1
G019.36-00.03,,276.607415,-12.06479638888889,19.36479458120437,-0.030218659385238107,0.35200000000000004,0.069,-1.1158920668021197,0.3780163409230428,-2.4958989170116235,0.45696900926436645,27.00403373302904,2.993336837413384,0.8831278309793781,0.18146225396905413,0.733887846406698,1.0968123543448063,5.653119835912415,0.5168112194158487,5.054198422757599,6.087820861589297,0.0021680307299772675,0.0078117744259689915,-0.005928383249974398,0.009695165601963585,219.1575128977036,9.320198332187061,208.8635625009597,227.5039591653338,-34.172408389909016,4.525243046509797,-39.225133754723636,-30.174647661704043,5.841552528221968,5.567992652526755,0.38418224627521624,11.520167551328726,5.715428388450361,0.47999251469444637,5.165727417265019,6.125712446653912,8.66612703690948,2.7022489748695246,6.578025556328482,11.982523506067531,-0.6095014670377168,8.282694002939706,-9.833410697584213,6.7319773082952,-15.210838826634102,10.016782507380213,-26.511824219575885,-6.478259204815458,5.841552528221968,5.567992652526755,0.38418224627521624,11.520167551328726,0,0
G019.49+00.11,,276.53820458333337,-11.880931666666665,19.495878629696847,0.11540813737933625,0.326,0.1,-3.601224326870053,0.4200946486406909,-8.20968813834956,1.0198618113925189,121.01303124813782,5.037072117335163,0.8922088986062162,0.3154814324413389,0.655597824275212,1.2865606891578898,5.675806439303145,0.8936103140778844,4.526878892631579,6.314099520787348,0.009902543317438447,0.007653734049175413,0.0028375580412765243,0.01814502613962735,175.3202727821947,40.078138597522525,127.53479983899479,207.69107703403984,-149.862315611927,15.25066391668281,-167.60854271497612,-137.1072148816105,0.44980028579718123,9.684545771114273,-10.071681539610921,9.297410002617625,5.7831896789255595,0.7746364693420231,4.758670477537722,6.307943416221768,9.361926820075569,5.434717445658458,4.832995615360188,15.702430506677103,119.51345755824775,10.183941939990248,109.92857102649222,130.29645490647272,-42.55227213917682,21.869666646663724,-65.78879295125702,-22.049459657929575,0.44980028579718123,9.684545771114273,-10.071681539610921,9.297410002617625,0,1
G022.35+00.06,,277.93383291666663,-9.370093333333333,22.356498100596557,0.06636008021647362,0.231,0.10800000000000001,-1.6995778547234717,0.2791771875045631,-3.898787297907417,0.3124933579976886,79.98808057190291,4.980506877185734,1.3639701484689328,0.7463775404666388,0.7926688211981721,2.2854239021314497,4.881532258395509,1.8160096580200253,2.594705281629551,6.226724597669602,0.0075429032849703564,0.0075094048394973925,0.0005698845054370599,0.015588694184431845,206.14488139538548,37.21224139596052,160.34519967728022,234.76968246920126,-98.83492689145311,16.831256140182404,-119.11354874709457,-85.45103646672976,3.5116318713744192,7.147117820616174,-4.429610151532444,9.864625489699904,4.977024308070528,1.0854102693628394,3.5166541274732537,5.687474666198932,15.090899118397655,15.68043866657378,4.984076091601286,36.344953424748844,41.64174606504051,35.90762976659765,-6.932329153204876,64.88293037999043,-10.596924210751666,17.309551037207683,-28.309022946499056,6.31007912791631,3.5116318713744192,7.147117820616174,-4.429610151532444,9.864625489699904,0,1
G023.25-00.24,,278.63016541666667,-8.713140555555555,23.25666790847797,-0.2405330629180043,0.16899999999999998,0.051,-1.7219103454240172,0.23035183528817177,-4.094017439513626,0.2825952148358329,62.97224206411087,3.0043099138772447,2.0665466635729053,0.6970083737533993,1.5461137445037003,2.940130492010499,3.3446075825065122,1.6220929080434345,1.3548402819732317,4.599026098060101,-0.022667983273014725,0.010991511608886312,-0.03396481464881451,-0.011981791431041888,165.65016377625932,35.446452336381356,121.80849904441925,192.70140371718196,-98.07958200573933,15.617414422747402,-117.30101514142842,-86.06618629593362,-0.32217933268097454,7.862194131223134,-9.281423807795704,6.442964454650564,3.5143650589032815,0.5507130666399647,3.199671877966159,4.301098011246088,27.908635850749953,22.372230033434864,15.064011667516057,59.80847173438578,5.597122631774766,64.52376157152821,-103.2004325430417,25.847090600014724,-31.914537474595107,18.720403361919566,-52.626473109059305,-15.185666385220173,-0.32217933268097454,7.862194131223134,-9.281423807795704,6.442964454650564,1,0
G023.43-00.18,,278.66327916666665,-8.523723611111112,23.4398747758758,-0.18234046517464125,0.17,0.032,-1.9284827788268315,0.15009168103293583,-4.110014848607218,0.1300007282175606,96.96662891016848,3.0259206539644197,2.2034941744603644,0.434398711301079,1.8439917926939544,2.7127892152961124,3.090333178169571,1.0035360581675947,1.9137736616972187,3.920845778032408,-0.017797411346224534,0.007666683722501143,-0.025060585399120358,-0.009727217954118073,171.58033377419235,22.13881471790893,145.16258848055315,189.440217916371,-134.26024251679456,10.018617349670052,-144.86819029879814,-124.83095559945804,3.195105660324163,4.370570853769754,-1.424565086665627,7.316576620873882,3.325910636613027,0.3561622744818387,3.2190619542684753,3.9313865032321527,33.036181435389786,14.61657775440818,22.817512031865483,52.05066754068184,16.006653588961,34.328602519506475,-29.9691533568066,38.68805168220635,-5.891241932983419,9.712528447379576,-15.603770380363002,3.8212865143961494,3.195105660324163,4.370570853769754,-1.424565086665627,7.316576620873882,1,0
G023.70-00.19,,278.80150416666663,-8.29431388888889,23.70648140903539,-0.198089487895776,0.161,0.024,-3.1633896366132355,0.17937423075731396,-6.379901462953535,0.20775425847192172,73.06207698256875,5.007570338251701,2.4433867709614185,0.3693283766554134,2.076472305264537,2.815129058575364,2.60632407271385,0.838990310206631,1.7618501657084824,3.4398307861217443,-0.020091086076803044,0.007366094111821576,-0.02745718018862462,-0.012724991964981468,87.28819701605289,28.88343430296328,54.01740560377874,111.7842742097053,-146.18862478548323,13.503653701367085,-160.01379405116856,-133.0064866484344,4.3190139456301,5.666515244610029,-1.4768737931491067,9.85615669607095,3.331030799464093,0.23241389832369874,3.2545401493828754,3.719367946030273,39.23869552279081,13.272848424173876,29.312913222973826,55.85861007132158,52.12015592377892,11.815458187853288,37.5690990421862,61.20001541789278,-55.42701500654109,10.263121818137098,-64.46609477297376,-43.939851136699566,4.3190139456301,5.666515244610029,-1.4768737931491067,9.85615669607095,1,0
G024.78+00.08,,279.0523391666667,-7.203011111111112,24.789784460044235,0.08328615497898524,0.15,0.016,-2.62032389751502,0.15955006660629242,-5.082178371724086,0.2001843635084887,110.99199589545546,3.0259268920112237,2.727385669787661,0.3022652827927568,2.4736987360151685,3.078229301600682,2.2591463583085964,0.6543334432680395,1.5113367088594083,2.8200035953954874,0.010884219965460821,0.006432234217717227,0.004836820273589922,0.017701288709024376,127.83816947992479,18.76398378120779,106.24673608785007,143.77470365026565,-171.81122272600976,9.118026527598758,-181.72597001815598,-163.48991696295846,7.755151386133026,5.466080666258696,2.3794191606389354,13.311580493156328,3.451271063717875,0.10824511885269805,3.40488029849529,3.6213705362006863,49.57107022150802,11.258470008424137,40.32457013854371,62.84151015539199,13.304237402430402,23.81166788548336,-14.729357413103202,32.89397835786352,-4.696973253292299,7.242683559852022,-11.67140927389054,2.813957845813505,7.755151386133026,5.466080666258696,2.3794191606389354,13.311580493156328,1,0
G024.85+00.08,,279.07661125,-7.147453888888888,24.85019363114266,0.08744403115578879,0.17600000000000002,0.016,-2.4184259380890993,0.1907466581351106,-5.238334340367929,0.2626608224721539,110.96690915338277,5.026246765865538,2.3364912542920417,0.22039027801201372,2.150007172897261,2.5907877289212884,3.1348485691039167,0.4776022162936937,2.5806841654654322,3.5358885980528196,0.010443239650481844,0.006431601446067216,0.004381270471429987,0.017244473363564418,147.88414364827617,14.70418094366974,133.68266974541564,163.09103163275512,-162.13036842758441,8.222140469686067,-170.41935556775573,-153.9750746283836,1.560535903292216,5.718558254321405,-4.3982979079334505,7.038818600709359,3.8817109029088397,0.231620008992667,3.6047739356349986,4.068013953620333,36.32467902185595,6.850888956160762,30.606168405556467,44.30794631787799,39.39827858425322,15.035312870789987,22.529390973123,52.600016714702974,-6.195901018856922,8.167521574860778,-13.37165211677032,2.963391032951236,1.560535903292216,5.718558254321405,-4.3982979079334505,7.038818600709359,1,0
